name,country_code,genres,spotify_followers,spotify_monthly_listeners,facebook_likes,facebook_talks,twitter_followers,twitter_retweets,youtube_channel_views,youtube_daily_video_views,youtube_monthly_video_views,TikTok_followers,TikTok_Genz_followers,TikTok_Genz_followers_percentage,TikTok_avg_engagements_per_post,TikTok_number_of_top_tracks,TikTok_total_creations_for_top_n_tracks,TikTok_avg_creations_for_top_n_tracks,TikTok_total_views_for_top_n_tracks,TikTok_avg_views_for_top_n_tracks,Instagram_followers,Instagram_Genz_followers,Instagram_Genz_followers_percentage,Instagram_avg_engagements_per_post,artist_id,Youtube_subscribers,Youtube_Genz_subscribers,Youtube_Genz_subscribers_percentage,Youtube_avg_engagements_per_post
Rudy Mancuso,BR,"mexican indie, pop, instrumental, dance, comedy, insights_high_priority_artists",111203,91720,4292355,62618,,,1067741575,11689,307107,1900000,1446470,76.13,76262,10,8749,875,57066063,5706606,15486135,8552992.36,55.23,128508,745364,7440000,5320344,71.51,3243
fam0uz,,"electronic, alternative",8758,3793372,,,,,,,,,,,,8,5709,714,39322212,4915276,,,,,,,,,
Ramcharan,IN,"indian pop, deep indian pop, desi hip hop, desi, filmi, soundtrack, indian, telugu, indian hip-hop/rap, soundtracks",31243,368749,12066596,16219,381628,,,,,,,,,5,2889,578,1670593,334119,15335898,5777032.78,37.67,1559025,,,,,
Marcos Witt,US,"latin christian, latin, latino, christian & gospel, christian",1705424,1464293,6598248,100946,1385688,,460104691,600137,17470848,,,,,10,237103,23710,143007671,14300767,2352218,638156.74,27.13,55461,341953,1110000,454767,40.97,3201
André Previn,DE,"classical performance, orchestral performance, classical, orchestral, jazz, soundtracks",33706,1872650,,,,,,16093,474875,,,,,10,25527,2553,381593684,38159368,,,,,,,,,
James Morrison,GB,"neo mellow, rock, pop, singer/songwriter, insights_high_priority_artists",1555136,4295410,1200900,1100,115599,,417606913,68244,2095348,37600,14983.6,39.85,1394,10,11142,1114,29605951,2960595,113239,27460.46,24.25,4484,2694,498000,276639,55.55,718
Styles P,US,"east coast hip hop, dirty south rap, hardcore hip hop, hip-hop/rap, east coast rap, battle rap, insights_high_priority_artists",674451,772304,1812874,193330,,,137625495,98222,3014569,,,,,10,90027,9003,309273497,30927350,862907,112609.36,13.05,8073,190872,191000,58312.3,30.53,3318
Rose Villain,US,"italian hip hop, italian indie pop, milan indie, pop, hip-hop/rap, rock",46428,2757737,28048,273,,,31779778,,,,,,,10,275220,27522,156289687,15628969,319073,145050.59,45.46,32617,168470,36600,21440.28,58.58,4530
The Weather Girls,US,"disco, soul christmas, hi-nrg, dance pop, soul, dance, pop, r&b/soul, electronic, insights_high_priority_artists",150421,2638492,1013,1,68,,,66436,2044074,,,,,10,162616,16262,363018295,36301830,,,,,,,,,
Hoà Minzy,VN,"vietnamese pop, v-pop, pop, dance, electronic",155649,464176,,,,,466472653,,,5300000,4388930,82.81,405282,10,6082,608,13368924,1336892,4262156,2676633.97,62.8,23988,1021918,1650000,1324455,80.27,35560
LonelyEve,MX,others,5889,2743435,,,,,,,,,,,,1,4633,4633,9920803,9920803,,,,,,,,,
Charles Aznavour,FR,"chanson, rock, pop, vocal, french pop",1217633,2942495,1125073,27458,,,3120354,205123,6709055,,,,,10,19720,1972,55614627,5561463,75442,27694.76,36.71,1904,175284,12000,3547.2,29.56,1111
Texas,GB,"new wave pop, new romantic, scottish rock, rock, pop, adult alternative, alternative, insights_high_priority_artists",459299,1980831,181608,10100,19781,,90424763,96829,2000099,,,,,10,5355,536,19164046,1916405,26445,2684.17,10.15,1417,210609,107000,25038,23.4,726
Lil Xan,US,"emo rap, hip-hop/rap, cloud rap",2325181,1875852,1366463,167,437965,,555355358,129132,3380268,948800,737881.76,77.77,40575,10,263737,26374,93595360,9359536,4681211,3093344.23,66.08,128347,281433,2330000,1875184,80.48,94
Good Morning Everyone,ID,"indonesian indie, rock, pop, alternative, indonesian pop punk, semarang indie, bandung indie",33394,177312,63575,31,5405,,36139904,,,17400,11297.82,64.93,3531,10,242545,24254,102278997,10227900,26759,11241.46,42.01,695,810231,146000,99294.6,68.01,151
bôa,GB,"indie pop, j-rock, rock, pop, alternative",354359,3824408,23504,1117,,,31629080,,,251600,185680.8,73.8,16579,10,215128,21513,542054093,54205409,59651,37914.18,63.56,5506,973682,92400,63173.88,68.37,73793
The Revivalists,US,"modern alternative rock, alternative, rock, r&b/soul",341190,2074488,147935,1337,23340,,193219280,96047,2768750,,,,,10,3968,397,30090412,3009041,85860,19464.46,22.67,2192,207494,207000,92860.2,44.86,180
Bob Moses,US,"deep melodic euro house, minimal techno, microhouse, canadian electronic, canadian house, dance, electronic, jazz, house",341418,2306746,124804,535,15300,,110185263,133890,4213734,25900,13921.25,53.75,47,10,6853,685,31164570,3116457,131766,32124.55,24.38,2813,5145,157000,71497.8,45.54,157
Putri Ariani,ID,"pop, jazz, children's music, yogyakarta indie, alternative",97510,3178752,,,,,,,,,,,,10,268974,26897,619512289,61951229,,,,,,,,,
B. Ajaneesh Loknath,IN,"soundtrack, indian, regional indian, r&b/soul, indian rock, sandalwood, soundtracks",324148,3796505,,,60561,,,1000204,28697072,,,,,5,414,83,61816,12363,34154,9317.21,27.28,727,,,,,
Arman Aydin,TR,"dance, house, turkish edm, pop, hip-hop/rap, electronic",6252,5322203,,,5736,,,,,25500,16858.05,66.11,4567,10,164257,16426,221873829,22187383,37779,15938.96,42.19,3426,,,,,
Fred De Palma,IT,"italian pop, italian adult pop, hip-hop/rap, latin, latin hip-hop/rap",1046993,3009680,443458,50,69173,,1203536832,348322,10594817,599900,365939,61,68403,10,607500,60750,348404816,34840482,768949,418538.94,54.43,169,33183,252000,157298.4,62.42,17143
Interpol,US,"rock, indie rock, alternative rock, indietronica, alternative dance, modern rock, alternative",1569781,2757918,1464282,3907,201186,,276038548,142198,4083144,24700,12505.61,50.63,2342,10,6731,673,12171923,1217192,315018,92961.81,29.51,13462,207318,357000,195707.4,54.82,1017
Miranda Cosgrove,US,"post-teen pop, rock, pop, teen pop, insights_high_priority_artists",1199501,572029,13856117,329,6778178,,138141655,47821,1345367,,,,,10,82893,8289,300571282,30057128,9988017,5953856.93,59.61,685754,214398,662000,513314.8,77.54,97541
zzoilo,ES,"rock, dance, pop, latin, latin pop, latin hip-hop/rap, latin rock",81657,5487637,,,2463,,86829755,,,15800,9982.44,63.18,82,10,1305859,130586,2044846512,204484651,53604,29707.34,55.42,1004,4270958,56300,36381.06,64.62,16690
Thalles Roberto,BR,"brazilian gospel, rock cristiano, christian & gospel, gospel, praise & worship, rock gospel brasileiro, christian, rock",1599793,2508267,7821464,8944,1176626,,473374839,518164,14475156,,,,,10,91937,9194,88308776,8830878,2004630,544257.04,27.15,38896,151189,1680000,884016,52.62,7233
Los Parras,MX,"norteno, corrido, sierreno, corridos tumbados, latin, latino, musica mexicana, nueva musica mexicana",893574,2177776,968282,151770,2107,,434405874,,,,,,,10,206339,20634,334747827,33474783,1329168,727453.65,54.73,247922,117767,1110000,839493,75.63,13920
HENRY,KR,"k-pop, korean pop, pop, children's music",490012,1080961,1718647,50170,3381159,,238739058,,,2900000,2223720,76.68,19826,10,55173,5517,193838697,19383870,8563756,4942999.96,57.72,92267,123916,2200000,1637680,74.44,5436
DLG,DE,"salsa, tropical, latin, latino, salsa and tropical, latin hip-hop/rap, latin dance",160495,1544841,7519,19,220,,287008234,,,,,,,10,14794,1479,26264381,2626438,301,175.57,58.33,10,67824,247000,111248.8,45.04,135141
Fanny Lu,CO,"latin pop, reggaeton, colombian pop, latin, latino, pop latino",996602,2907046,5172016,7942,,,383920902,314811,9100423,2900000,1941840,66.96,4212,10,368571,36857,308239696,30823970,3391581,1327464.8,39.14,12960,206515,1020000,678198,66.49,701
MayTree,,"dance, electronic, insights_high_priority_artists",209,1043,,,,,1234493796,,,11400000,8073480,70.82,67288,0,0,,0,,489136,240214.69,49.11,11688,8333455,5600000,3420480,61.08,3254
Philip Glass,US,"classical, compositional ambient, contemporary classical, soundtrack, minimalism, opera, american contemporary classical, soundtracks",583156,1811564,509616,1593,51222,,14839747,564,16997,,,,,10,5676,568,68295908,6829591,94353,17879.89,18.95,1794,640,34300,9662.31,28.17,9
Candi Staton,US,"southern soul, r&b/soul, gospel, soul, christian",84204,2751444,78293,2549,7053,,35293036,63503,1441154,,,,,10,17478,1748,52407623,5240762,12947,1294.7,10,760,,,,,
Salmo,IT,"italian pop, italian hip hop, italian underground hip hop, rap sardegna, hip-hop/rap, alternative rap, pop",2373319,3471992,943513,252,208239,,706430778,167422,4824584,115300,84007.58,72.86,24726,10,413774,41377,262053077,26205308,2650134,1429482.28,53.94,129020,210171,1360000,886176,65.16,7786
Rafaga,AR,"cumbia villera, latin, latino, pop latino, cumbia, salsa, latin pop, cumbia chilena",593613,3652749,1020219,77,474,,407194992,1325693,36397984,199500,86882.25,43.55,719,10,492313,49231,1240900164,124090016,178744,47474.41,26.56,898,18314,644000,353362.8,54.87,202
Kim Wilde,GB,"new wave, new wave pop, new romantic, pop, rock, electronic",600517,2846082,416832,133,97017,,214301132,132532,4143790,,,,,10,15990,1599,54439110,5443911,49724,5270.74,10.6,2741,483,188000,39235.6,20.87,13968
Zimmer,FR,"nu disco, dance, electronic, pop",52929,680632,55651,10,5164,,4242286,1010208,28467735,,,,,10,4145,414,55722406,5572241,18726,4765.77,25.45,519,183532,8070,3517.71,43.59,259
Kun Agüero,,"pop, latin",819,407003,,,16797694,,,,,,,,,2,1161,580,14348540,7174270,30577472,14230755.47,46.54,599723,,,,,
Wilco,US,"indie rock, alternative rock, stomp and holler, roots rock, alternative country, chicago indie, rock, alternative",705074,1890857,619358,2796,206924,,31175323,25113,699755,,,,,10,58536,5854,142280869,14228087,269043,38634.57,14.36,2995,292,74700,19578.87,26.21,730
Flight Facilities,AU,"australian dance, alternative dance, aussietronica, nu disco, indie soul, dance, electronic, r&b/soul",436638,2409573,253656,200,33786,,160744992,65462,1745837,44100,25705.89,58.29,124,10,69976,6998,171320626,17132063,98053,26229.18,26.75,1744,3657,243000,133504.2,54.94,168
Saint Motel,US,"la indie, modern rock, modern alternative rock, rock, alternative, pop, pov: indie",646558,4641693,101639,801,34623,,259599255,166948,4730500,5674,3593.34,63.33,167,10,32157,3216,224488733,22448873,82555,43712.87,52.95,2380,3732,263000,177367.2,67.44,3728
Thomas Sanders,US,"pop, soundtrack, comedy, singer/songwriter, pixel, pov: indie",184570,209024,2806014,995,2,,487356753,,,9600000,7213440,75.14,142971,10,17215,1722,16081390,1608139,3607904,2369671.35,65.68,61018,726213,3990000,2834895,71.05,33061
The Blaze,FR,"new french touch, dance, electronic, pop, hip-hop/rap, sony_high_priority_artists",485477,2961142,89304,1044,8150,,,,,,,,,10,4908,491,24714644,2471464,212910,63362.02,29.76,9580,,,,,
Danelle Sandoval,CA,"indie electropop, nyc pop, dance, pop, singer/songwriter, hip-hop/rap",11355,1785021,9229,4,,,5010973,,,319,96.94,30.39,33,10,625895,62590,1119621537,111962154,11043,4108,37.2,167,109250,61600,48405.28,78.58,326
SLAVA MARLOW,,"russian hip hop, pop, hip-hop/rap, dance",616312,484250,,,1111,,442135345,,,3700000,2493800,67.4,508899,10,3069211,306921,2363956319,236395632,2402441,1621167.19,67.48,67594,,,,,
Caitlyn Scarlett,DE,"indie poptimism, vapor pop, dance, pop, alternative, electronic",65825,227949,2600,1,1715,,523384,,,341,231.06,67.76,38,10,7295,730,8515326,851533,8633,2918.82,33.81,169,80985,3760,2524.09,67.13,459
The Everly Brothers,US,"rock, pop, country",840628,2527939,429221,30028,,,31455493,73892,2056951,,,,,10,30344,3034,44065906,4406591,581,194.98,33.56,77,,,,,
Kurt Hugo Schneider,US,"viral pop, pop, singer/songwriter, soundtracks",344015,2082960,1486513,591,247733,,3731533450,159738,4783710,1700000,1186430,69.79,50934,10,7003,700,26169439,2616944,620797,356585.8,57.44,48613,142506,13300000,9876580,74.26,3465
D. Imman,IN,"filmi, indian, regional indian, tamil, tamil pop, christian, indian pop, soundtracks",4892689,3583427,570236,384,1609744,,102632182,597228,17631033,181700,96337.34,53.02,254,10,145970,14597,83170893,8317089,951583,325441.39,34.2,5457,95697,192000,88492.8,46.09,67
Snor,MA,"pop, hip-hop/rap, rap, rap maroc",643892,448136,,,,,176792519,,,,,,,6,4089,682,18220965,3036828,290881,158617.41,54.53,20342,3556184,1020000,689112,67.56,217442
Pastor Ifeoma Eze,,"christian, gospel",64,199,,,,,,,,,,,,3,534314,178105,15165514,5055171,,,,,,,,,
San Holo,NL,"edm, electro house, brostep, electronic trap, future bass, pop dance, dance, electronic, house",684425,2108962,263036,638,152817,,77764502,71958,2465230,125100,81790.38,65.38,1642,10,56618,5662,84415030,8441503,469528,224903.91,47.9,7347,5234,281000,193440.4,68.84,1295
Dr. Dog,US,"indie rock, chamber pop, stomp and holler, modern rock, philly indie, modern folk rock, rock, alternative, pop, pov: indie",483320,4109506,186988,8,39861,,26805956,44123,1193003,,,,,10,88633,8863,400618012,40061801,91422,25506.74,27.9,2972,207320,31200,17353.44,55.62,254
The Romantics,US,"rock, synthpop, album rock, classic rock, mellow gold, soft rock, new wave, new wave pop, new romantic, power pop, pop, alternative, pop/rock, insights_high_priority_artists",361622,2633834,,,,,71611115,67590,1930174,,,,,10,8713,871,35462514,3546251,1529,253.05,16.55,91,192,76300,21196.14,27.78,67025
Against The Current,US,"pop punk, pixie, pop, alternative, neon pop punk, rock",462120,4278590,606945,803,183564,,461300795,435583,13312082,48600,34729.56,71.46,8362,10,252359,25236,220842006,22084201,273872,152163.28,55.56,8511,207807,2170000,1637699,75.47,2263
Gracie's Corner,,"hip-hop/rap, children's music, reggae, african, african children's music, african hip-hop/rap",47488,165631,,,2102,,1312230379,,,463700,281465.9,60.7,40981,10,23007,2301,127390213,12739021,311666,60806.04,19.51,28774,4390451,2069999,1005605.51,48.58,7117
Dion,US,"rockabilly, adult standards, lounge, rock-and-roll, brill building pop, doo-wop, rock, pop, rock & roll, doo wop",186696,2212423,286471,5475,2329,,0,329771,8938314,,,,,10,76869,7687,292848204,29284820,16383,5573.5,34.02,1554,,,,,
The Wombats,GB,"rock, modern rock, liverpool indie, pop, alternative, insights_high_priority_artists",1047119,3970269,558250,613,117983,,119897029,37958,1147839,139300,103931.73,74.61,911,10,308407,30841,963202669,96320267,199112,107759.41,54.12,3124,1696,180000,124308,69.06,660
Sertab Erener,TR,"turkish pop, turkish rock, turkish jazz, pop, eurovision, turkish, world, worldbeat, rock, insights_high_priority_artists",1521901,3321868,631328,23,2980507,,359029535,418441,12305159,94100,58633.71,62.31,24312,10,114966,11497,222832421,22283242,536099,112741.62,21.03,12905,1380,362000,196602.2,54.31,601
Avvy Sra,,"desi pop, indian, regional indian, punjabi, indian pop",39938,4987340,46615,134,,,,,,,,,,10,222742,22274,57994449,5799445,276409,94835.93,34.31,51109,,,,,
Amir,FR,"french pop, hip-hop/rap, pop, reggae",750587,1557528,565673,20769,38964,,566820931,,,443900,261723.44,58.96,7594,10,128883,12888,39331842,3933184,562424,255284.25,45.39,37411,4049,889000,531533.1,59.79,1163
Sampha,GB,"alternative r&b, indie soul, electronic, alternative, r&b/soul, insights_high_priority_artists",,,193929,83,82606,,41806816,,,,,,,10,85032,8503,183414690,18341469,311526,104174.29,33.44,30765,4005,138000,77776.8,56.36,841
Colby O'Donis,US,"pop rap, rock, pop, r&b/soul, insights_high_priority_artists, soundtracks",151058,469595,236683,38646,397791,,66913225,293862,9292361,2802,1823.26,65.07,717,10,138926,13893,601489065,60148906,237591,84582.4,35.6,52,,,,,
The Stone Roses,GB,"dance rock, britpop, madchester, rock, pop, alternative",1400918,2246864,724051,41,198596,,560981,57569,1952436,,,,,10,10418,1042,25089284,2508928,11905,3171.49,26.64,507,10,1240,399.16,32.19,1279
Kanishk Seth,IN,"indian indie, hindi indie, electronic, indian, indian pop, bollywood, soundtracks",9618,4304164,1247,5,145,,14547697,,,,,,,2,648,324,2317908,1158954,9656,3345.8,34.65,381,1123328,9250,5237.35,56.62,617
Miami Sound Machine,US,"disco, synthpop, soft rock, new wave pop, new romantic, dance, pop, adult contemporary, latin, latin pop, latin dance",287239,2576890,,,,,8762020,91107,2386680,,,,,10,270919,27092,929816115,92981612,,,,,,,,,
Lime Cordiale,AU,"australian indie, rock, alternative, pop, dance",269840,1736098,70865,71,15559,,22980817,10337,321038,50300,36301.51,72.17,1738,10,5719,572,49967297,4996730,169362,86052.83,50.81,6002,5712,46700,29612.47,63.41,66
Cast - The Little Mermaid,,soundtracks,211,2394836,,,,,,,,,,,,0,0,,0,,,,,,,,,,
Brenda Lee,US,"easy listening, rockabilly, adult standards, lounge, rock, pop, country",318705,1615833,31784,60,,,1944,87267,2320824,,,,,10,1081871,108187,4340167078,434016708,,,,,,,,,
Cliff Richard,GB,"adult standards, rock-and-roll, rock, pop, pop/rock, insights_high_priority_artists",333260,1244491,344863,1314,9415,,62400442,228593,5829086,,,,,10,43371,4337,33063562,3306356,4813,425.47,8.84,580,181480,87800,60511.76,68.92,108598
Tash Sultana,AU,"rock, pop, alternative, australian reggae fusion, r&b/soul",1584017,3094621,1325182,2884,59639,,335896221,,,101800,66098.74,64.93,2937,10,8196,820,23693017,2369302,1170412,454588.02,38.84,12727,201736,1230000,661125,53.75,2126
payton,US,"social media pop, pop, hip-hop/rap, alternative, r&b/soul",343723,746447,37332,254,484593,,37651294,,,15004713,12973074.86,86.46,101059,10,597968,59797,2602919386,260291939,4483632,3561348.9,79.43,195472,3640673,1360000,1157632,85.12,7398
Paul van Dyk,DE,"trance, german techno, uplifting trance, dance, electronic, insights_high_priority_artists",412833,2023262,3476291,11950,1188132,,552517425,284336,10387317,37800,14401.8,38.1,925,10,34071,3407,114094224,11409422,460794,91882.32,19.94,1531,146,1550000,580010,37.42,681
Tensnake,DE,"house, nu disco, deep house, hamburg electronic, dance, electronic, german house, pop",86218,2471032,187155,130,34921,,10950392,,,,,,,10,1694,169,22048046,2204805,22958,3349.57,14.59,734,210042,21000,8666.7,41.27,49
Sharn,,"hip-hop/rap, alternative, pop, r&b/soul",38225,2947072,,,,,,,,,,,,2,16072,8036,17296080,8648040,27605,13606.5,49.29,17035,,,,,
ASIAN KUNG-FU GENERATION,JP,"anime, j-pop, j-rock, j-poprock, japanese pop punk, rock, world, japanese emo, pop",984914,1743644,57409,7029,90121,,385473839,245103,7045337,,,,,10,12824,1282,63864591,6386459,31133,11818.09,37.96,2296,1909,659000,442979.8,67.22,1775
Momina Mustehsan,US,"pakistani pop, sufi, qawwali, pop, world, indian, soundtracks",572278,2865736,2164477,221,864733,,,523855,13912076,337600,230378.24,68.24,97800,10,1829421,182942,152755852,15275585,4172531,1482917.52,35.54,86584,,,,,
Hector & Tito,PR,"reggaeton, latin, latino, reggae, latin pop",862274,3659841,,,,,,,,,,,,10,1191106,119111,4219791456,421979146,531500,248848.3,46.82,497,,,,,
Buena Vista Social Club,CU,"latin jazz, world, worldwide, latino, caribbean, musica tradicional cubana, jazz, latin",1149145,2865074,1020784,31651,5279,,29478224,140427,4430392,,,,,10,12334,1233,148118541,14811854,96369,18377.57,19.07,3556,707,82000,24140.8,29.44,405
Dj unodhowhow,,electronic,114,7347,,,,,,,,,,,,4,760650,190162,522235287,130558822,,,,,,,,,
Jerry Smith,US,"funk carioca, baile pop, brega funk, r&b/soul, brazilian, funk, pop",964584,1852627,726,42,6095,,657244091,,,1300000,766610,58.97,69208,10,413680,41368,706657513,70665751,8108748,3605960.24,44.47,4033,568123,3030000,2092215,69.05,15988
Chris Tall,SE,"hoerspiel, kabarett, comedy",16141,19936,1291,0,1954,,,,,1300000,766740,58.98,202186,10,40,4,16386,1639,752681,330803.3,43.95,42582,,,,,
Lil Darkie,US,"meme rap, glitchcore, hip-hop/rap, alternative rap",1444428,2647070,,,,,267899806,,,501200,342469.96,68.33,51527,10,3813104,381310,2706399824,270639982,449779,283225.84,62.97,85181,1450494,637000,410100.6,64.38,42608
